area,time,大数据,人工智能,区块链,云计算,生物识别
宁夏,2011-01-01,0,63,0,0,0
宁夏,2011-01-02,0,57,0,57,0
宁夏,2011-01-03,0,0,0,61,0
宁夏,2011-01-04,0,0,0,61,0
宁夏,2011-01-05,0,57,0,64,0
宁夏,2011-01-06,0,0,0,61,0
宁夏,2011-01-07,0,0,0,59,0
宁夏,2011-01-08,0,59,0,0,0
宁夏,2011-01-09,0,0,0,0,0
宁夏,2011-01-10,0,57,0,61,0
宁夏,2011-01-11,0,57,0,59,0
宁夏,2011-01-12,0,57,0,64,0
宁夏,2011-01-13,0,59,0,59,0
宁夏,2011-01-14,0,0,0,61,0
宁夏,2011-01-15,0,57,0,61,0
宁夏,2011-01-16,0,57,0,57,0
宁夏,2011-01-17,0,0,0,59,0
宁夏,2011-01-18,0,57,0,59,0
宁夏,2011-01-19,0,59,0,61,0
宁夏,2011-01-20,0,57,0,61,0
宁夏,2011-01-21,0,63,0,61,0
宁夏,2011-01-22,0,59,0,59,0
宁夏,2011-01-23,0,59,0,63,0
宁夏,2011-01-24,0,61,0,57,0
宁夏,2011-01-25,0,0,0,64,0
宁夏,2011-01-26,0,59,0,74,0
宁夏,2011-01-27,0,0,0,0,0
宁夏,2011-01-28,0,66,0,0,0
宁夏,2011-01-29,0,61,0,0,0
宁夏,2011-01-30,0,0,0,59,0
宁夏,2011-01-31,0,61,0,57,0
宁夏,2011-02-01,0,0,0,57,0
宁夏,2011-02-02,0,0,0,0,0
宁夏,2011-02-03,0,0,0,57,0
宁夏,2011-02-04,0,0,0,0,0
宁夏,2011-02-05,0,0,0,57,0
宁夏,2011-02-06,0,59,0,0,0
宁夏,2011-02-07,0,0,0,0,0
宁夏,2011-02-08,0,57,0,57,0
宁夏,2011-02-09,0,57,0,57,0
宁夏,2011-02-10,0,0,0,0,0
宁夏,2011-02-11,0,59,0,64,0
宁夏,2011-02-12,0,57,0,78,0
宁夏,2011-02-13,0,0,0,57,0
宁夏,2011-02-14,0,57,0,76,0
宁夏,2011-02-15,0,64,0,70,0
宁夏,2011-02-16,0,59,0,64,0
宁夏,2011-02-17,0,57,0,63,0
宁夏,2011-02-18,0,0,0,57,0
宁夏,2011-02-19,0,0,0,64,0
宁夏,2011-02-20,0,59,0,59,0
宁夏,2011-02-21,0,0,0,63,0
宁夏,2011-02-22,0,57,0,59,0
宁夏,2011-02-23,0,64,0,59,0
宁夏,2011-02-24,0,63,0,61,0
宁夏,2011-02-25,0,57,0,59,0
宁夏,2011-02-26,0,61,0,0,0
宁夏,2011-02-27,0,59,0,63,0
宁夏,2011-02-28,0,0,0,66,0
宁夏,2011-03-01,0,57,0,57,0
宁夏,2011-03-02,0,0,0,57,0
宁夏,2011-03-03,0,59,0,61,0
宁夏,2011-03-04,0,59,0,57,0
宁夏,2011-03-05,0,61,0,59,0
宁夏,2011-03-06,0,0,0,63,0
宁夏,2011-03-07,0,61,0,57,0
宁夏,2011-03-08,0,64,0,59,0
宁夏,2011-03-09,0,57,0,59,0
宁夏,2011-03-10,0,64,0,63,0
宁夏,2011-03-11,0,0,0,61,0
宁夏,2011-03-12,0,57,0,0,57
宁夏,2011-03-13,0,57,0,57,0
宁夏,2011-03-14,0,61,0,59,0
宁夏,2011-03-15,0,0,0,0,0
宁夏,2011-03-16,0,57,0,0,0
宁夏,2011-03-17,0,59,0,59,0
宁夏,2011-03-18,0,57,0,57,0
宁夏,2011-03-19,0,59,0,64,0
宁夏,2011-03-20,0,57,0,63,0
宁夏,2011-03-21,0,59,0,59,57
宁夏,2011-03-22,0,57,0,0,0
宁夏,2011-03-23,0,0,0,59,57
宁夏,2011-03-24,0,0,0,0,0
